,location_key,date,daily_confirmed,daily_tested,daily_deceased,daily_persons_vaccinated,daily_persons_fully_vaccinated,daily_vaccine_doses_administered,population,daily_cases_pervalence,daily_vaccine_doses_pervalence,daily_tested_pervalence,daily_death_rate
255,Armenia,1642377600000,563.0,0.0,3.0,21131.0,44360.0,67011.0,2963234.0,0.0001899951,0.0226141439,0.0,0.0053285968
256,Armenia,1642464000000,621.0,0.0,1.0,0.0,0.0,0.0,2963234.0,0.0002095683,0.0,0.0,0.001610306
257,Armenia,1642550400000,628.0,5838.0,0.0,0.0,0.0,0.0,2963234.0,0.0002119306,0.0,0.0019701448,0.0
258,Armenia,1642636800000,940.0,3605.0,0.0,0.0,0.0,0.0,2963234.0,0.000317221,0.0,0.0012165762,0.0
259,Armenia,1642723200000,814.0,0.0,2.0,0.0,0.0,0.0,2963234.0,0.0002746999,0.0,0.0,0.0024570025
260,Armenia,1642809600000,688.0,0.0,0.0,0.0,0.0,0.0,2963234.0,0.0002321788,0.0,0.0,0.0
261,Armenia,1642896000000,1332.0,4612.0,4.0,25947.0,34992.0,63853.0,2963234.0,0.0004495089,0.0215484164,0.0015564076,0.003003003
262,Armenia,1642982400000,1931.0,5713.0,1.0,0.0,0.0,0.0,2963234.0,0.0006516529,0.0,0.0019279611,0.0005178664
263,Armenia,1643068800000,2556.0,7721.0,2.0,0.0,0.0,0.0,2963234.0,0.0008625711,0.0,0.0026055992,0.0007824726
264,Armenia,1643155200000,3536.0,7407.0,0.0,0.0,0.0,0.0,2963234.0,0.0011932908,0.0,0.0024996338,0.0
265,Armenia,1643241600000,2594.0,8707.0,6.0,0.0,0.0,0.0,2963234.0,0.0008753949,0.0,0.0029383437,0.0023130301
266,Armenia,1643328000000,2085.0,7342.0,5.0,0.0,0.0,0.0,2963234.0,0.0007036231,0.0,0.0024776984,0.0023980815
267,Armenia,1643414400000,1362.0,5900.0,7.0,0.0,0.0,0.0,2963234.0,0.000459633,0.0,0.0019910679,0.0051395007
268,Armenia,1643500800000,3127.0,4673.0,3.0,45720.0,17853.0,69269.0,2963234.0,0.001055266,0.0233761492,0.0015769932,0.000959386
269,Armenia,1643587200000,3956.0,0.0,4.0,0.0,0.0,0.0,2963234.0,0.0013350279,0.0,0.0,0.0010111223
270,Armenia,1643673600000,4388.0,0.0,5.0,0.0,0.0,0.0,2963234.0,0.0014808145,0.0,0.0,0.0011394713
271,Armenia,1643760000000,4192.0,0.0,10.0,0.0,0.0,0.0,2963234.0,0.0014146706,0.0,0.0,0.0023854962
272,Armenia,1643846400000,4032.0,0.0,6.0,0.0,0.0,0.0,2963234.0,0.0013606755,0.0,0.0,0.0014880952
273,Armenia,1643932800000,2467.0,8857.0,5.0,0.0,0.0,0.0,2963234.0,0.0008325363,0.0,0.0029889641,0.0020267531
274,Armenia,1644019200000,1631.0,0.0,11.0,0.0,0.0,0.0,2963234.0,0.0005504122,0.0,0.0,0.0067443286
275,Armenia,1644105600000,2486.0,0.0,5.0,0.0,0.0,0.0,2963234.0,0.0008389483,0.0,0.0,0.0020112631
276,Armenia,1644192000000,2811.0,0.0,6.0,0.0,0.0,0.0,2963234.0,0.0009486257,0.0,0.0,0.0021344717
277,Armenia,1644278400000,2842.0,0.0,6.0,0.0,0.0,0.0,2963234.0,0.0009590873,0.0,0.0,0.0021111893
278,Armenia,1644364800000,2676.0,7636.0,31.0,0.0,0.0,0.0,2963234.0,0.0009030674,0.0,0.0025769143,0.0115844544
279,Armenia,1644451200000,2402.0,6743.0,12.0,0.0,0.0,0.0,2963234.0,0.0008106009,0.0,0.0022755543,0.0049958368
280,Armenia,1644537600000,1574.0,0.0,10.0,0.0,0.0,0.0,2963234.0,0.0005311764,0.0,0.0,0.0063532402
281,Armenia,1644624000000,695.0,0.0,19.0,0.0,0.0,0.0,2963234.0,0.000234541,0.0,0.0,0.0273381295
282,Armenia,1644710400000,1307.0,4145.0,15.0,0.0,0.0,0.0,2963234.0,0.0004410722,0.0,0.0013988095,0.0114766641
283,Aruba,1642377600000,983.0,0.0,0.0,63.0,27.0,90.0,106766.0,0.0092070509,0.000842965,0.0,0.0
284,Aruba,1642464000000,661.0,0.0,2.0,55.0,53.0,108.0,106766.0,0.0061911095,0.001011558,0.0,0.0030257186
285,Aruba,1642550400000,265.0,0.0,1.0,53.0,47.0,100.0,106766.0,0.0024820636,0.0009366278,0.0,0.0037735849
286,Aruba,1642636800000,232.0,0.0,0.0,45.0,38.0,83.0,106766.0,0.0021729764,0.000777401,0.0,0.0
287,Aruba,1642723200000,0.0,0.0,0.0,502.0,75.0,577.0,106766.0,0.0,0.0054043422,0.0,
288,Aruba,1642809600000,0.0,0.0,0.0,110.0,0.0,110.0,106766.0,0.0,0.0010302905,0.0,
289,Aruba,1642896000000,487.0,0.0,4.0,301.0,0.0,301.0,106766.0,0.0045613772,0.0028192496,0.0,0.0082135524
290,Aruba,1642982400000,83.0,0.0,2.0,0.0,0.0,0.0,106766.0,0.000777401,0.0,0.0,0.0240963855
291,Aruba,1643068800000,119.0,0.0,0.0,71.0,42.0,113.0,106766.0,0.001114587,0.0010583894,0.0,0.0
292,Aruba,1643155200000,38.0,0.0,0.0,0.0,0.0,0.0,106766.0,0.0003559186,0.0,0.0,0.0
293,Aruba,1643241600000,156.0,0.0,0.0,65.0,53.0,118.0,106766.0,0.0014611393,0.0011052208,0.0,0.0
294,Aruba,1643328000000,0.0,0.0,0.0,70.0,39.0,109.0,106766.0,0.0,0.0010209243,0.0,
295,Aruba,1643414400000,0.0,0.0,0.0,0.0,0.0,0.0,106766.0,0.0,0.0,0.0,
296,Aruba,1643500800000,238.0,0.0,0.0,0.0,0.0,0.0,106766.0,0.0022291741,0.0,0.0,0.0
297,Aruba,1643587200000,44.0,0.0,0.0,48.0,48.0,96.0,106766.0,0.0004121162,0.0008991627,0.0,0.0
298,Aruba,1643673600000,44.0,0.0,0.0,40.0,51.0,91.0,106766.0,0.0004121162,0.0008523313,0.0,0.0
299,Aruba,1643760000000,102.0,0.0,0.0,42.0,37.0,79.0,106766.0,0.0009553603,0.0007399359,0.0,0.0
300,Aruba,1643846400000,54.0,0.0,1.0,52.0,30.0,82.0,106766.0,0.000505779,0.0007680348,0.0,0.0185185185
301,Aruba,1643932800000,0.0,0.0,0.0,54.0,34.0,88.0,106766.0,0.0,0.0008242324,0.0,
302,Aruba,1644019200000,0.0,0.0,0.0,0.0,0.0,0.0,106766.0,0.0,0.0,0.0,
303,Aruba,1644105600000,102.0,0.0,1.0,0.0,0.0,0.0,106766.0,0.0009553603,0.0,0.0,0.0098039216
304,Aruba,1644192000000,26.0,0.0,0.0,56.0,29.0,85.0,106766.0,0.0002435232,0.0007961336,0.0,0.0
305,Aruba,1644278400000,49.0,0.0,1.0,41.0,33.0,74.0,106766.0,0.0004589476,0.0006931045,0.0,0.0204081633
306,Aruba,1644364800000,29.0,0.0,0.0,60.0,43.0,103.0,106766.0,0.0002716221,0.0009647266,0.0,0.0
307,Aruba,1644451200000,30.0,0.0,0.0,42.0,35.0,77.0,106766.0,0.0002809883,0.0007212034,0.0,0.0
308,Aruba,1644537600000,0.0,0.0,0.0,48.0,38.0,86.0,106766.0,0.0,0.0008054999,0.0,
309,Aruba,1644624000000,0.0,0.0,0.0,0.0,0.0,0.0,106766.0,0.0,0.0,0.0,
310,Aruba,1644710400000,64.0,0.0,2.0,0.0,0.0,0.0,106766.0,0.0005994418,0.0,0.0,0.03125
311,Australia,1642377600000,120870.0,404386.0,60.0,224633.0,5925.0,230558.0,25499881.0,0.0047400221,0.0090415324,0.0158583485,0.0004964011
312,Australia,1642464000000,103762.0,345446.0,156.0,627102.0,30906.0,658008.0,25499881.0,0.004069117,0.0258043557,0.0135469652,0.0015034406
313,Australia,1642550400000,129754.0,411138.0,130.0,615481.0,28437.0,643918.0,25499881.0,0.0050884159,0.0252518041,0.0161231341,0.0010018959
314,Australia,1642636800000,119211.0,373082.0,110.0,635076.0,30540.0,665616.0,25499881.0,0.004674963,0.02610271,0.0146307349,0.0009227336
315,Australia,1642723200000,104391.0,365846.0,186.0,673911.0,32469.0,706380.0,25499881.0,0.0040937838,0.0277013057,0.0143469689,0.0017817628
316,Australia,1642809600000,89656.0,295034.0,148.0,642001.0,29907.0,671908.0,25499881.0,0.003515938,0.0263494563,0.0115700148,0.001650754
317,Australia,1642896000000,81921.0,311302.0,80.0,371131.0,12621.0,383752.0,25499881.0,0.0032126032,0.0150491683,0.0122079785,0.0009765506
318,Australia,1642982400000,63646.0,256426.0,102.0,233346.0,9008.0,242354.0,25499881.0,0.0024959332,0.0095041228,0.0100559685,0.0016026145
319,Australia,1643068800000,72551.0,268620.0,142.0,620066.0,24868.0,644934.0,25499881.0,0.0028451505,0.0252916474,0.0105341668,0.0019572439
320,Australia,1643155200000,85652.0,306404.0,210.0,618448.0,29310.0,647758.0,25499881.0,0.0033589176,0.0254023931,0.0120158992,0.0024517816
321,Australia,1643241600000,124236.0,294304.0,144.0,156770.0,8648.0,165418.0,25499881.0,0.0048720227,0.0064870107,0.0115413872,0.0011590843
322,Australia,1643328000000,75458.0,208862.0,268.0,577241.0,34089.0,611330.0,25499881.0,0.0029591511,0.0239738374,0.0081907049,0.0035516446
323,Australia,1643414400000,69881.0,260818.0,190.0,582510.0,35132.0,617642.0,25499881.0,0.0027404442,0.0242213679,0.0102282046,0.0027189079
324,Australia,1643500800000,313992.0,227802.0,170.0,327459.0,20631.0,348090.0,25499881.0,0.0123134692,0.0136506519,0.0089334535,0.0005414151
325,Australia,1643587200000,56997.0,223004.0,84.0,170403.0,12175.0,182578.0,25499881.0,0.0022351869,0.007159955,0.0087452957,0.0014737618
326,Australia,1643673600000,65664.0,185094.0,154.0,489141.0,34931.0,524072.0,25499881.0,0.0025750708,0.020551939,0.0072586221,0.0023452729
327,Australia,1643760000000,84751.0,260694.0,138.0,503230.0,30242.0,533472.0,25499881.0,0.0033235841,0.0209205682,0.0102233418,0.0016282994
328,Australia,1643846400000,70296.0,220376.0,170.0,484744.0,29186.0,513930.0,25499881.0,0.0027567187,0.0201542117,0.0086422364,0.0024183453
329,Australia,1643932800000,60407.0,200480.0,168.0,480268.0,28546.0,508814.0,25499881.0,0.002368913,0.0199535833,0.0078619975,0.0027811346
330,Australia,1644019200000,52455.0,196634.0,166.0,467453.0,29501.0,496954.0,25499881.0,0.0020570684,0.0194884831,0.0077111732,0.0031646173
331,Australia,1644105600000,44854.0,165420.0,90.0,241136.0,16026.0,257162.0,25499881.0,0.0017589886,0.0100848314,0.0064870891,0.00200651
332,Australia,1644192000000,43445.0,191338.0,92.0,131640.0,9796.0,141436.0,25499881.0,0.0017037334,0.0055465357,0.007503486,0.00211762
333,Australia,1644278400000,52429.0,172264.0,112.0,410243.0,24287.0,434530.0,25499881.0,0.0020560488,0.0170404717,0.0067554825,0.0021362223
334,Australia,1644364800000,58473.0,227782.0,126.0,418033.0,24217.0,442250.0,25499881.0,0.0022930695,0.0173432182,0.0089326691,0.0021548407
335,Australia,1644451200000,55524.0,189272.0,130.0,404758.0,26284.0,431042.0,25499881.0,0.0021774219,0.0169036867,0.007422466,0.0023413299
336,Australia,1644537600000,50697.0,141564.0,96.0,380248.0,24812.0,405060.0,25499881.0,0.0019881269,0.01588478,0.0055515553,0.0018936032
337,Australia,1644624000000,42397.0,203960.0,134.0,383004.0,24934.0,407938.0,25499881.0,0.0016626352,0.0159976433,0.0079984687,0.003160601
338,Australia,1644710400000,45212.0,165008.0,94.0,204657.0,13483.0,218140.0,25499881.0,0.0017730279,0.0085545497,0.0064709322,0.002079094
339,Australia,1644796800000,36432.0,143984.0,50.0,93332.0,6442.0,99774.0,25499881.0,0.0014287125,0.0039127241,0.0056464577,0.0013724199
340,Australia,1644883200000,65170.0,115422.0,102.0,314960.0,20924.0,335884.0,25499881.0,0.0025556982,0.013171983,0.0045263741,0.0015651373
341,Austria,1642377600000,55125.0,906016.0,15.0,0.0,0.0,0.0,8858775.0,0.0062226436,0.0,0.1022732827,0.0002721088
342,Austria,1642464000000,84537.0,1064862.0,15.0,0.0,0.0,0.0,8858775.0,0.0095427415,0.0,0.1202042043,0.0001774371
343,Austria,1642550400000,75567.0,1684720.0,33.0,0.0,0.0,0.0,8858775.0,0.0085301862,0.0,0.1901752782,0.0004366986
344,Austria,1642636800000,89253.0,2776554.0,12.0,0.0,0.0,0.0,8858775.0,0.010075095,0.0,0.3134241472,0.0001344493
345,Austria,1642723200000,80229.0,1233560.0,42.0,27484.0,37739.0,240506.0,8858775.0,0.009056444,0.0271489004,0.1392472436,0.0005235015
346,Austria,1642809600000,70341.0,1078546.0,24.0,0.0,0.0,0.0,8858775.0,0.0079402626,0.0,0.1217488874,0.000341195
347,Austria,1642896000000,75789.0,930294.0,45.0,0.0,0.0,0.0,8858775.0,0.0085552461,0.0,0.1050138422,0.0005937537
348,Austria,1642982400000,80307.0,915242.0,36.0,0.0,0.0,0.0,8858775.0,0.0090652489,0.0,0.103314736,0.0004482797
349,Austria,1643068800000,114906.0,1067992.0,27.0,0.0,0.0,0.0,8858775.0,0.0129708679,0.0,0.1205575263,0.0002349747
350,Austria,1643155200000,107691.0,1582274.0,27.0,0.0,0.0,0.0,8858775.0,0.0121564212,0.0,0.1786109253,0.0002507173
351,Austria,1643241600000,113886.0,3471086.0,45.0,0.0,0.0,0.0,8858775.0,0.0128557278,0.0,0.3918246033,0.000395132
352,Austria,1643328000000,101223.0,1403238.0,54.0,18828.0,31713.0,195427.0,8858775.0,0.0114262977,0.0220602736,0.1584009076,0.0005334756
353,Austria,1643414400000,87234.0,1136268.0,30.0,0.0,0.0,0.0,8858775.0,0.0098471854,0.0,0.1282646867,0.0003439026
354,Austria,1643500800000,78678.0,851572.0,45.0,0.0,0.0,0.0,8858775.0,0.0088813634,0.0,0.096127512,0.0005719515
355,Austria,1643587200000,83580.0,584126.0,30.0,0.0,0.0,0.0,8858775.0,0.009434713,0.0,0.0659375591,0.0003589375
356,Austria,1643673600000,132504.0,1417624.0,33.0,0.0,0.0,0.0,8858775.0,0.0149573728,0.0,0.1600248341,0.0002490491
357,Austria,1643760000000,101208.0,2447846.0,48.0,0.0,0.0,0.0,8858775.0,0.0114246044,0.0,0.2763187913,0.0004742708
358,Austria,1643846400000,110775.0,2322392.0,66.0,0.0,0.0,0.0,8858775.0,0.0125045506,0.0,0.2621572396,0.0005958023
359,Austria,1643932800000,99996.0,1193478.0,42.0,11637.0,31579.0,197150.0,8858775.0,0.0112877909,0.02225477,0.1347226902,0.0004200168
360,Austria,1644019200000,90321.0,1091824.0,60.0,0.0,0.0,0.0,8858775.0,0.0101956535,0.0,0.1232477402,0.0006642973
361,Austria,1644105600000,78273.0,984772.0,48.0,0.0,0.0,0.0,8858775.0,0.008835646,0.0,0.1111634509,0.0006132383
362,Austria,1644192000000,86607.0,834256.0,63.0,0.0,0.0,0.0,8858775.0,0.0097764081,0.0,0.0941728399,0.0007274239
363,Austria,1644278400000,119880.0,1251870.0,39.0,0.0,0.0,0.0,8858775.0,0.013532345,0.0,0.1413141207,0.0003253253
364,Austria,1644364800000,106158.0,1516402.0,30.0,0.0,0.0,0.0,8858775.0,0.0119833724,0.0,0.1711751343,0.0002825976
365,Austria,1644451200000,100431.0,1657402.0,54.0,0.0,0.0,0.0,8858775.0,0.0113368948,0.0,0.1870915561,0.0005376826
366,Austria,1644537600000,90684.0,858754.0,75.0,8081.0,23751.0,101499.0,8858775.0,0.0102366298,0.0114574532,0.0969382336,0.0008270478
367,Austria,1644624000000,76074.0,1363602.0,75.0,0.0,0.0,0.0,8858775.0,0.0085874176,0.0,0.1539266998,0.0009858822
368,Austria,1644710400000,73587.0,738384.0,33.0,0.0,0.0,0.0,8858775.0,0.008306679,0.0,0.0833505761,0.0004484488
369,Austria,1644796800000,70368.0,503126.0,33.0,0.0,0.0,0.0,8858775.0,0.0079433104,0.0,0.0567940827,0.0004689632
370,Austria,1644883200000,0.0,1419698.0,0.0,0.0,0.0,0.0,8858775.0,0.0,0.0,0.1602589523,
371,Azerbaijan,1642377600000,930.0,0.0,12.0,2.0,0.0,6.0,10139175.0,9.17234e-05,5.918e-07,0.0,0.0129032258
372,Azerbaijan,1642464000000,1151.0,0.0,9.0,3044.0,3504.0,29596.0,10139175.0,0.0001135201,0.0029189752,0.0,0.0078192876
373,Azerbaijan,1642550400000,1186.0,0.0,14.0,2746.0,2953.0,28097.0,10139175.0,0.000116972,0.0027711328,0.0,0.0118043845
374,Azerbaijan,1642636800000,1068.0,0.0,17.0,2619.0,2651.0,26784.0,10139175.0,0.000105334,0.002641635,0.0,0.015917603
375,Azerbaijan,1642723200000,1614.0,0.0,16.0,722.0,773.0,8471.0,10139175.0,0.0001591845,0.0008354723,0.0,0.009913259
376,Azerbaijan,1642809600000,1697.0,0.0,13.0,2621.0,2791.0,26217.0,10139175.0,0.0001673706,0.0025857133,0.0,0.0076605775
377,Azerbaijan,1642896000000,757.0,0.0,9.0,2042.0,2122.0,22586.0,10139175.0,7.46609e-05,0.0022275974,0.0,0.0118890357
378,Azerbaijan,1642982400000,2468.0,0.0,13.0,1.0,1.0,3.0,10139175.0,0.0002434123,2.959e-07,0.0,0.005267423
379,Azerbaijan,1643068800000,3192.0,0.0,18.0,3255.0,2882.0,31667.0,10139175.0,0.0003148185,0.0031232324,0.0,0.0056390977
380,Azerbaijan,1643155200000,3361.0,25368.0,14.0,2621.0,2549.0,30563.0,10139175.0,0.0003314865,0.0030143478,0.0025019787,0.004165427
381,Azerbaijan,1643241600000,3564.0,0.0,19.0,2565.0,2201.0,29515.0,10139175.0,0.0003515079,0.0029109863,0.0,0.0053310887
382,Azerbaijan,1643328000000,4268.0,0.0,17.0,2503.0,2065.0,30887.0,10139175.0,0.0004209415,0.0030463031,0.0,0.0039831303
383,Azerbaijan,1643414400000,4943.0,0.0,20.0,2945.0,1889.0,34546.0,10139175.0,0.000487515,0.0034071806,0.0,0.0040461258
384,Azerbaijan,1643500800000,2186.0,7232.0,14.0,2374.0,1310.0,29728.0,10139175.0,0.0002155994,0.002931994,0.000713273,0.0064043916
385,Azerbaijan,1643587200000,5223.0,15945.0,21.0,0.0,5.0,18.0,10139175.0,0.0005151307,1.7753e-06,0.0015726132,0.0040206778
386,Azerbaijan,1643673600000,6620.0,18797.0,24.0,3308.0,1420.0,38362.0,10139175.0,0.0006529131,0.0037835425,0.0018538984,0.0036253776
387,Azerbaijan,1643760000000,6113.0,17272.0,18.0,3062.0,1412.0,36866.0,10139175.0,0.000602909,0.003635996,0.0017034917,0.0029445444
388,Azerbaijan,1643846400000,7050.0,19481.0,26.0,3080.0,1921.0,38436.0,10139175.0,0.0006953228,0.003790841,0.0019213595,0.0036879433
389,Azerbaijan,1643932800000,7704.0,0.0,23.0,2989.0,1811.0,35400.0,10139175.0,0.0007598251,0.0034914083,0.0,0.0029854621
390,Azerbaijan,1644019200000,7474.0,0.0,25.0,3098.0,2025.0,36448.0,10139175.0,0.0007371408,0.0035947698,0.0,0.0033449291
391,Azerbaijan,1644105600000,4680.0,0.0,27.0,2457.0,1632.0,32276.0,10139175.0,0.000461576,0.0031832965,0.0,0.0057692308
392,Azerbaijan,1644192000000,7032.0,0.0,22.0,1.0,0.0,59.0,10139175.0,0.0006935476,5.819e-06,0.0,0.0031285552
393,Azerbaijan,1644278400000,7779.0,0.0,28.0,3652.0,2204.0,43126.0,10139175.0,0.0007672222,0.0042534033,0.0,0.0035994344
394,Azerbaijan,1644364800000,7632.0,0.0,24.0,3438.0,2165.0,44505.0,10139175.0,0.000752724,0.0043894104,0.0,0.0031446541
395,Azerbaijan,1644451200000,6603.0,0.0,26.0,3145.0,2039.0,43027.0,10139175.0,0.0006512364,0.0042436392,0.0,0.0039376041
396,Azerbaijan,1644537600000,5948.0,0.0,29.0,2877.0,1902.0,41364.0,10139175.0,0.0005866355,0.0040796219,0.0,0.0048755884
397,Azerbaijan,1644624000000,6841.0,0.0,23.0,3069.0,1788.0,43692.0,10139175.0,0.0006747097,0.0043092263,0.0,0.0033620816
398,Azerbaijan,1644710400000,2749.0,0.0,27.0,2894.0,1761.0,43929.0,10139175.0,0.0002711266,0.004332601,0.0,0.0098217534
399,Bahamas,1642377600000,0.0,606.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0015410123,
400,Bahamas,1642464000000,173.0,500.0,0.0,0.0,0.0,0.0,393248.0,0.000439926,0.0,0.0012714623,0.0
401,Bahamas,1642550400000,144.0,847.0,7.0,0.0,0.0,0.0,393248.0,0.0003661811,0.0,0.0021538571,0.0486111111
402,Bahamas,1642636800000,222.0,428.0,0.0,0.0,0.0,0.0,393248.0,0.0005645293,0.0,0.0010883717,0.0
403,Bahamas,1642723200000,0.0,273.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0006942184,
404,Bahamas,1642809600000,0.0,429.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0010909146,
405,Bahamas,1642896000000,222.0,586.0,3.0,0.0,0.0,0.0,393248.0,0.0005645293,0.0,0.0014901538,0.0135135135
406,Bahamas,1642982400000,101.0,882.0,2.0,0.0,0.0,0.0,393248.0,0.0002568354,0.0,0.0022428595,0.0198019802
407,Bahamas,1643068800000,44.0,694.0,0.0,0.0,0.0,0.0,393248.0,0.0001118887,0.0,0.0017647896,0.0
408,Bahamas,1643155200000,94.0,350.0,4.0,1540.0,1148.0,6076.0,393248.0,0.0002390349,0.0154508097,0.0008900236,0.0425531915
409,Bahamas,1643241600000,43.0,452.0,4.0,0.0,0.0,0.0,393248.0,0.0001093458,0.0,0.0011494019,0.0930232558
410,Bahamas,1643328000000,67.0,329.0,6.0,0.0,0.0,0.0,393248.0,0.0001703759,0.0,0.0008366222,0.0895522388
411,Bahamas,1643414400000,26.0,509.0,1.0,0.0,0.0,0.0,393248.0,6.6116e-05,0.0,0.0012943486,0.0384615385
412,Bahamas,1643500800000,0.0,0.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0,
413,Bahamas,1643587200000,50.0,0.0,0.0,0.0,0.0,0.0,393248.0,0.0001271462,0.0,0.0,0.0
414,Bahamas,1643673600000,83.0,0.0,2.0,0.0,0.0,0.0,393248.0,0.0002110627,0.0,0.0,0.0240963855
415,Bahamas,1643760000000,0.0,0.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0,
416,Bahamas,1643846400000,35.0,0.0,0.0,0.0,0.0,0.0,393248.0,8.90024e-05,0.0,0.0,0.0
417,Bahamas,1643932800000,0.0,0.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0,
418,Bahamas,1644019200000,122.0,0.0,5.0,0.0,0.0,0.0,393248.0,0.0003102368,0.0,0.0,0.0409836066
419,Bahamas,1644105600000,0.0,627.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0015944137,
420,Bahamas,1644192000000,0.0,253.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0006433599,
421,Bahamas,1644278400000,0.0,377.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0009586826,
422,Bahamas,1644364800000,69.0,353.0,3.0,1141.0,1340.0,4430.0,393248.0,0.0001754618,0.0112651558,0.0008976524,0.0434782609
423,Bahamas,1644451200000,32.0,377.0,1.0,0.0,0.0,0.0,393248.0,8.13736e-05,0.0,0.0009586826,0.03125
424,Bahamas,1644537600000,22.0,286.0,0.0,0.0,0.0,0.0,393248.0,5.59443e-05,0.0,0.0007272764,0.0
425,Bahamas,1644624000000,6.0,0.0,9.0,0.0,0.0,0.0,393248.0,1.52575e-05,0.0,0.0,1.5
426,Bahamas,1644710400000,0.0,0.0,0.0,0.0,0.0,0.0,393248.0,0.0,0.0,0.0,
427,Bahrain,1642377600000,3020.0,0.0,0.0,622.0,957.0,5508.0,1701583.0,0.0017748179,0.0032369858,0.0,0.0
428,Bahrain,1642464000000,3459.0,0.0,0.0,433.0,749.0,3974.0,1701583.0,0.002032813,0.0023354723,0.0,0.0
429,Bahrain,1642550400000,3303.0,0.0,0.0,315.0,597.0,3070.0,1701583.0,0.0019411336,0.0018042023,0.0,0.0
430,Bahrain,1642636800000,3616.0,0.0,0.0,357.0,201.0,3494.0,1701583.0,0.00212508,0.0020533821,0.0,0.0
431,Bahrain,1642723200000,3162.0,0.0,1.0,129.0,99.0,1324.0,1701583.0,0.0018582696,0.000778099,0.0,0.0003162555
432,Bahrain,1642809600000,3155.0,0.0,0.0,94.0,53.0,963.0,1701583.0,0.0018541558,0.0005659436,0.0,0.0
433,Bahrain,1642896000000,3543.0,0.0,0.0,483.0,680.0,5013.0,1701583.0,0.0020821788,0.0029460802,0.0,0.0
434,Bahrain,1642982400000,4360.0,0.0,0.0,326.0,519.0,2991.0,1701583.0,0.0025623199,0.001757775,0.0,0.0
435,Bahrain,1643068800000,4876.0,0.0,1.0,6398.0,153.0,8622.0,1701583.0,0.0028655669,0.0050670464,0.0,0.0002050861
436,Bahrain,1643155200000,5255.0,0.0,2.0,712.0,147.0,2716.0,1701583.0,0.0030883007,0.0015961608,0.0,0.0003805899
437,Bahrain,1643241600000,6659.0,0.0,1.0,741.0,164.0,2827.0,1701583.0,0.0039134147,0.0016613941,0.0,0.0001501727
438,Bahrain,1643328000000,6708.0,0.0,1.0,914.0,55.0,2090.0,1701583.0,0.0039422115,0.001228268,0.0,0.0001490757
439,Bahrain,1643414400000,6745.0,0.0,3.0,807.0,52.0,1750.0,1701583.0,0.0039639559,0.0010284541,0.0,0.0004447739
440,Bahrain,1643500800000,5808.0,28903.0,1.0,1196.0,862.0,4100.0,1701583.0,0.0034132922,0.002409521,0.0169859478,0.0001721763
441,Bahrain,1643587200000,8173.0,0.0,0.0,224.0,418.0,2272.0,1701583.0,0.0048031745,0.0013352273,0.0,0.0
442,Bahrain,1643673600000,7853.0,0.0,1.0,428.0,450.0,2310.0,1701583.0,0.0046151143,0.0013575594,0.0,0.0001273399
443,Bahrain,1643760000000,8064.0,31088.0,1.0,418.0,500.0,2362.0,1701583.0,0.0047391165,0.0013881192,0.0182700462,0.0001240079
444,Bahrain,1643846400000,7273.0,33630.0,0.0,625.0,473.0,2904.0,1701583.0,0.0042742552,0.0017066461,0.0197639492,0.0
445,Bahrain,1643932800000,7434.0,0.0,1.0,440.0,153.0,1308.0,1701583.0,0.004368873,0.000768696,0.0,0.0001345171
446,Bahrain,1644019200000,7709.0,0.0,0.0,344.0,200.0,1246.0,1701583.0,0.0045304872,0.0007322593,0.0,0.0
447,Bahrain,1644105600000,7042.0,0.0,3.0,382.0,636.0,2716.0,1701583.0,0.0041384993,0.0015961608,0.0,0.0004260153
448,Bahrain,1644192000000,7121.0,0.0,2.0,301.0,417.0,1962.0,1701583.0,0.0041849266,0.001153044,0.0,0.0002808594
449,Bahrain,1644278400000,6581.0,0.0,2.0,286.0,415.0,1832.0,1701583.0,0.0038675751,0.0010766445,0.0,0.0003039052
450,Bahrain,1644364800000,6341.0,0.0,1.0,222.0,140.0,1704.0,1701583.0,0.0037265299,0.0010014204,0.0,0.0001577038
451,Bahrain,1644451200000,5750.0,0.0,2.0,0.0,0.0,0.0,1701583.0,0.0033792063,0.0,0.0,0.0003478261
452,Bahrain,1644537600000,4623.0,0.0,4.0,0.0,0.0,0.0,1701583.0,0.0027168819,0.0,0.0,0.000865239
453,Bahrain,1644624000000,5266.0,0.0,2.0,0.0,0.0,0.0,1701583.0,0.0030947653,0.0,0.0,0.0003797949
454,Bahrain,1644710400000,4818.0,0.0,0.0,0.0,0.0,0.0,1701583.0,0.002831481,0.0,0.0,0.0
455,Bangladesh,1642377600000,9500.0,35054.0,12.0,2218442.0,557246.0,2919645.0,164689383.0,5.76843e-05,0.017728192,0.0002128492,0.0012631579
